"oid","longitude","latitude","providers","species","datasets","date_min","date_max","num_records","num_animals","num_species","y1_value","y2_value","y3_value","csquare","geom_wkt"
5796033,165,32,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-01-26","2004-02-02",6,1,1,,,,"1316:114","POLYGON((164 31,164 32,165 32,165 31,164 31))"
5796056,166,32,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-01-24","2004-01-28",3,2,1,,,,"1316:215","POLYGON((165 31,165 32,166 32,166 31,165 31))"
5796058,166,32,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-01-30","2004-02-01",7,1,1,,,,"1316:216","POLYGON((166 31,166 32,167 32,167 31,166 31))"
5796063,168,32,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-02-05","2004-04-05",10,1,1,,,,"1316:217","POLYGON((167 31,167 32,168 32,168 31,167 31))"
5796054,170,31,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-04-11","2004-04-15",10,1,1,,,,"1316:209","POLYGON((169 30,169 31,170 31,170 30,169 30))"
5796051,168,31,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-03-16","2004-04-03",10,1,1,,,,"1316:208","POLYGON((168 30,168 31,169 31,169 30,168 30))"
5796072,169,32,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-02-17","2004-04-09",17,1,1,,,,"1316:218","POLYGON((168 31,168 32,169 32,169 31,168 31))"
5796073,169,31,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-04-09","2004-04-09",1,1,1,,,,"1316:219","POLYGON((169 31,169 32,170 32,170 31,169 31))"
5796177,170,32,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-04-17","2004-04-19",5,1,1,,,,"1317:110","POLYGON((170 31,170 32,171 32,171 31,170 31))"
5796506,179,41,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-08-15","2003-09-06",15,2,1,,,,"1417:219","POLYGON((179 41,179 42,180 42,180 41,179 41))"
5796501,179,42,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-08-26","2003-09-08",8,2,1,,,,"1417:218","POLYGON((178 41,178 42,179 42,179 41,178 41))"
5796498,178,42,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-08-28","2003-09-12",11,2,1,,,,"1417:217","POLYGON((177 41,177 42,178 42,178 41,177 41))"
5796495,177,42,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-14","2003-09-16",8,1,1,,,,"1417:216","POLYGON((176 41,176 42,177 42,177 41,176 41))"
5796477,178,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-07-17","2004-07-17",3,1,1,,,,"1417:207","POLYGON((177 40,177 41,178 41,178 40,177 40))"
5796476,177,41,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-11","2003-09-22",12,2,1,,,,"1417:206","POLYGON((176 40,176 41,177 41,177 40,176 40))"
5796482,179,41,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-08-15","2004-07-15",17,2,1,,,,"1417:208","POLYGON((178 40,178 41,179 41,179 40,178 40))"
5796493,180,41,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-26","2003-09-02",41,1,1,,,,"1417:209","POLYGON((179 40,179 41,180 41,180 40,179 40))"
5796221,176,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-27","2003-09-27",2,1,1,,,,"1317:246","POLYGON((176 34,176 35,177 35,177 34,176 34))"
5796348,180,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-19","2004-06-25",24,2,1,,,,"1317:459","POLYGON((179 35,179 36,180 36,180 35,179 35))"
5796336,179,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-09","2004-06-11",6,1,1,,,,"1317:458","POLYGON((178 35,178 36,179 36,179 35,178 35))"
5796334,177,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-25","2003-09-25",1,1,1,,,,"1317:457","POLYGON((177 35,177 36,178 36,178 35,177 35))"
5796333,177,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-08-21","2003-10-14",10,2,1,,,,"1317:456","POLYGON((176 35,176 36,177 36,177 35,176 35))"
5796357,178,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-08-18","2003-09-05",3,1,1,,,,"1317:467","POLYGON((177 36,177 37,178 37,178 36,177 36))"
5796355,177,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-04","2003-10-12",16,1,1,,,,"1317:466","POLYGON((176 36,176 37,177 37,177 36,176 36))"
5796380,177,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-21","2004-08-02",13,3,1,,,,"1317:476","POLYGON((176 37,176 38,177 38,177 37,176 37))"
5796384,178,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-08-14","2003-09-29",4,1,1,,,,"1317:477","POLYGON((177 37,177 38,178 38,178 37,177 37))"
5796389,179,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-28","2003-09-21",10,1,1,,,,"1317:478","POLYGON((178 37,178 38,179 38,179 37,178 37))"
5796401,180,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-26","2004-09-13",26,3,1,,,,"1317:479","POLYGON((179 37,179 38,180 38,180 37,179 37))"
5796371,180,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-25","2004-06-27",18,3,1,,,,"1317:469","POLYGON((179 36,179 37,180 37,180 36,179 36))"
5796361,179,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-08-11","2003-09-23",4,2,1,,,,"1317:468","POLYGON((178 36,178 37,179 37,179 36,178 36))"
5796459,180,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-24","2004-07-11",10,2,1,,,,"1317:499","POLYGON((179 39,179 40,180 40,180 39,179 39))"
5796454,179,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-07-11","2004-09-29",10,2,1,,,,"1317:498","POLYGON((178 39,178 40,179 40,179 39,178 39))"
5796422,180,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-24","2004-09-15",14,3,1,,,,"1317:489","POLYGON((179 38,179 39,180 39,180 38,179 38))"
5796417,179,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-24","2004-09-21",7,2,1,,,,"1317:488","POLYGON((178 38,178 39,179 39,179 38,178 38))"
5796413,178,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-25","2003-09-26",2,1,1,,,,"1317:487","POLYGON((177 38,177 39,178 39,178 38,177 38))"
5796411,177,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-17","2004-08-02",5,2,1,,,,"1317:486","POLYGON((176 38,176 39,177 39,177 38,176 38))"
5796449,178,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-15","2004-10-11",16,3,1,,,,"1317:497","POLYGON((177 39,177 40,178 40,178 39,177 39))"
5796440,177,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-13","2004-10-17",20,4,1,,,,"1317:496","POLYGON((176 39,176 40,177 40,177 39,176 39))"
5796433,176,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-26","2004-10-19",31,3,1,,,,"1317:495","POLYGON((175 39,175 40,176 40,176 39,175 39))"
5796323,175,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-10-02","2004-07-27",12,2,1,,,,"1317:394","POLYGON((174 39,174 40,175 40,175 39,174 39))"
5796408,176,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-10-06","2004-07-31",15,2,1,,,,"1317:485","POLYGON((175 38,175 39,176 39,176 38,175 38))"
5796304,175,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-10-08","2004-10-21",50,3,1,,,,"1317:384","POLYGON((174 38,174 39,175 39,175 38,174 38))"
5796291,174,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-10-14","2004-08-08",15,2,1,,,,"1317:383","POLYGON((173 38,173 39,174 39,174 38,173 38))"
5796286,173,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-13","2003-11-15",11,1,1,,,,"1317:382","POLYGON((172 38,172 39,173 39,173 38,172 38))"
5796315,174,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-05","2004-09-03",14,2,1,,,,"1317:393","POLYGON((173 39,173 40,174 40,174 39,173 39))"
5796311,173,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-08-28","2004-09-01",7,1,1,,,,"1317:392","POLYGON((172 39,172 40,173 40,173 39,172 39))"
5796308,172,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-08-26","2004-09-13",3,1,1,,,,"1317:391","POLYGON((171 39,171 40,172 40,172 39,171 39))"
5796306,171,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-09-13","2004-09-15",4,1,1,,,,"1317:390","POLYGON((170 39,170 40,171 40,171 39,170 39))"
5796175,170,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-09-17","2004-09-17",3,1,1,,,,"1316:499","POLYGON((169 39,169 40,170 40,170 39,169 39))"
5796174,168,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-21","2004-06-21",1,1,1,,,,"1316:498","POLYGON((168 39,168 40,169 40,169 39,168 39))"
5796164,170,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-09-19","2004-09-21",5,1,1,,,,"1316:489","POLYGON((169 38,169 39,170 39,170 38,169 38))"
5796162,169,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-28","2004-06-28",1,1,1,,,,"1316:488","POLYGON((168 38,168 39,169 39,169 38,168 38))"
5796284,172,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-17","2004-08-24",10,2,1,,,,"1317:381","POLYGON((171 38,171 39,172 39,172 38,171 38))"
5796272,172,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-17","2004-08-20",11,2,1,,,,"1317:371","POLYGON((171 37,171 38,172 38,172 37,171 37))"
5796268,171,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-23","2003-11-29",14,1,1,,,,"1317:370","POLYGON((170 37,170 38,171 38,171 37,170 37))"
5796152,169,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-09-21","2004-09-23",5,1,1,,,,"1316:478","POLYGON((168 37,168 38,169 38,169 37,168 37))"
5796146,168,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-07-07","2004-07-07",1,1,1,,,,"1316:468","POLYGON((168 36,168 37,169 37,169 36,168 36))"
5796241,170,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-12-05","2003-12-05",1,1,1,,,,"1317:360","POLYGON((170 36,170 37,171 37,171 36,170 36))"
5796250,172,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-04","2004-01-08",15,2,1,,,,"1317:361","POLYGON((171 36,171 37,172 37,172 36,171 36))"
5796264,174,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-10","2004-10-27",17,3,1,,,,"1317:363","POLYGON((173 36,173 37,174 37,174 36,173 36))"
5796256,173,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-18","2004-10-29",8,4,1,,,,"1317:362","POLYGON((172 36,172 37,173 37,173 36,172 36))"
5796276,173,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-19","2004-08-20",6,2,1,,,,"1317:372","POLYGON((172 37,172 38,173 38,173 37,172 37))"
5796281,174,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-08-08","2004-10-25",12,2,1,,,,"1317:373","POLYGON((173 37,173 38,174 38,174 37,173 37))"
5796373,176,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-09-01","2004-08-04",5,2,1,,,,"1317:475","POLYGON((175 37,175 38,176 38,176 37,175 37))"
5796325,175,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-08-26","2003-08-27",2,1,1,,,,"1317:455","POLYGON((175 35,175 36,176 36,176 35,175 35))"
5796240,173,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-21","2003-11-21",1,1,1,,,,"1317:353","POLYGON((173 35,173 36,174 36,174 35,173 35))"
5796239,173,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-12-03","2004-01-08",13,2,1,,,,"1317:352","POLYGON((172 35,172 36,173 36,173 35,172 35))"
5796219,173,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-24","2004-01-02",11,2,1,,,,"1317:142","POLYGON((172 34,172 35,173 35,173 34,172 34))"
5796220,175,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-10-15","2003-10-15",1,1,1,,,,"1317:245","POLYGON((175 34,175 35,176 35,176 34,175 34))"
5796198,174,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-10-01","2003-10-17",3,2,1,,,,"1317:133","POLYGON((173 33,173 34,174 34,174 33,173 33))"
5796196,173,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-10-03","2003-10-21",4,2,1,,,,"1317:132","POLYGON((172 33,172 34,173 34,173 33,172 33))"
5796192,172,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-10-03","2004-01-14",12,3,1,,,,"1317:131","POLYGON((171 33,171 34,172 34,172 33,171 33))"
5796184,171,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-10-24","2004-01-16",9,2,1,,,,"1317:130","POLYGON((170 33,170 34,171 34,171 33,170 33))"
5796179,171,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-10-05","2003-10-07",3,1,1,,,,"1317:120","POLYGON((170 32,170 33,171 33,171 32,170 32))"
5796095,170,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-10-13","2004-10-13",1,1,1,,,,"1316:229","POLYGON((169 32,169 33,170 33,170 32,169 32))"
5796094,169,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-02-09","2004-03-04",14,1,1,,,,"1316:228","POLYGON((168 32,168 33,169 33,169 32,168 32))"
5796107,170,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-01-09","2004-10-13",5,2,1,,,,"1316:239","POLYGON((169 33,169 34,170 34,170 33,169 33))"
5796104,169,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-01-11","2004-01-20",4,2,1,,,,"1316:238","POLYGON((168 33,168 34,169 34,169 33,168 33))"
5796114,170,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-10-15","2004-10-17",4,1,1,,,,"1316:249","POLYGON((169 34,169 35,170 35,170 34,169 34))"
5796214,172,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-27","2004-11-12",16,3,1,,,,"1317:141","POLYGON((171 34,171 35,172 35,172 34,171 34))"
5796207,171,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-10-26","2003-12-31",16,2,1,,,,"1317:140","POLYGON((170 34,170 35,171 35,171 34,170 34))"
5796232,172,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-12-11","2003-12-25",4,1,1,,,,"1317:351","POLYGON((171 35,171 36,172 36,172 35,171 35))"
5796229,171,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-02","2004-01-02",11,2,1,,,,"1317:350","POLYGON((170 35,170 36,171 36,171 35,170 35))"
5796139,170,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-12-22","2004-10-19",4,3,1,,,,"1316:459","POLYGON((169 35,169 36,170 36,170 35,169 35))"
5796136,168,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-10-21","2004-10-21",2,1,1,,,,"1316:458","POLYGON((168 35,168 36,169 36,169 35,168 35))"
5796135,168,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-10-23","2004-10-23",3,1,1,,,,"1316:457","POLYGON((167 35,167 36,168 36,168 35,167 35))"
5796134,167,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-05-29","2004-10-25",5,2,1,,,,"1316:456","POLYGON((166 35,166 36,167 36,167 35,166 35))"
5796131,166,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-07-16","2004-07-16",1,1,1,,,,"1316:455","POLYGON((165 35,165 36,166 36,166 35,165 35))"
5796120,165,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-05-14","2004-11-08",5,2,1,,,,"1316:354","POLYGON((164 35,164 36,165 36,165 35,164 35))"
5796111,165,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-05-09","2004-05-21",4,1,1,,,,"1316:245","POLYGON((165 34,165 35,166 35,166 34,165 34))"
5796045,165,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-05-08","2004-05-20",10,1,1,,,,"1316:144","POLYGON((164 34,164 35,165 35,165 34,164 34))"
5796112,166,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-10-01","2004-10-01",1,1,1,,,,"1316:246","POLYGON((166 34,166 35,167 35,167 34,166 34))"
5796100,168,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-01-20","2004-01-20",1,1,1,,,,"1316:237","POLYGON((167 33,167 34,168 34,168 33,167 33))"
5796099,167,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-01-16","2004-10-03",5,2,1,,,,"1316:236","POLYGON((166 33,166 34,167 34,167 33,166 33))"
5796086,168,32,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-02-05","2004-10-09",13,2,1,,,,"1316:227","POLYGON((167 32,167 33,168 33,168 32,167 32))"
5796080,167,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-01-22","2004-10-07",5,2,1,,,,"1316:226","POLYGON((166 32,166 33,167 33,167 32,166 32))"
5796077,165,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-01-19","2004-10-29",5,2,1,,,,"1316:225","POLYGON((165 32,165 33,166 33,166 32,165 32))"
5796035,165,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-02-02","2004-10-31",6,2,1,,,,"1316:124","POLYGON((164 32,164 33,165 33,165 32,164 32))"
5796096,166,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-10-03","2004-10-03",1,1,1,,,,"1316:235","POLYGON((165 33,165 34,166 34,166 33,165 33))"
5796037,165,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-11-02","2004-11-04",3,1,1,,,,"1316:134","POLYGON((164 33,164 34,165 34,165 33,164 33))"
5796041,164,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-05-07","2004-05-23",3,1,1,,,,"1316:143","POLYGON((163 34,163 35,164 35,164 34,163 34))"
5796038,163,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-05-24","2004-05-24",1,1,1,,,,"1316:142","POLYGON((162 34,162 35,163 35,163 34,162 34))"
5796115,161,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-05-04","2004-05-04",1,1,1,,,,"1316:351","POLYGON((161 35,161 36,162 36,162 35,161 35))"
5796122,160,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-05-02","2004-05-03",3,1,1,,,,"1316:360","POLYGON((160 36,160 37,161 37,161 36,160 36))"
5796126,164,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-11-12","2004-11-28",5,1,1,,,,"1316:373","POLYGON((163 37,163 38,164 38,164 37,163 37))"
5796123,164,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-11-26","2004-11-26",1,1,1,,,,"1316:363","POLYGON((163 36,163 37,164 37,164 36,163 36))"
5796124,165,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-11-10","2004-11-10",1,1,1,,,,"1316:364","POLYGON((164 36,164 37,165 37,165 36,164 36))"
5796142,166,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-01","2004-11-24",6,2,1,,,,"1316:465","POLYGON((165 36,165 37,166 37,166 36,165 36))"
5796145,168,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-09-25","2004-09-27",3,1,1,,,,"1316:467","POLYGON((167 36,167 37,168 37,168 36,167 36))"
5796143,166,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-07-12","2004-07-12",1,1,1,,,,"1316:466","POLYGON((166 36,166 37,167 37,167 36,166 36))"
5796150,168,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-09-25","2004-09-25",1,1,1,,,,"1316:477","POLYGON((167 37,167 38,168 38,168 37,167 37))"
5796149,166,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-11-22","2004-11-22",2,1,1,,,,"1316:476","POLYGON((166 37,166 38,167 38,167 37,166 37))"
5796148,166,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-02","2004-06-03",4,1,1,,,,"1316:475","POLYGON((165 37,165 38,166 38,166 37,165 37))"
5796127,164,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-11-12","2004-11-12",1,1,1,,,,"1316:374","POLYGON((164 37,164 38,165 38,165 37,164 37))"
5796130,165,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-11-16","2004-11-30",6,1,1,,,,"1316:384","POLYGON((164 38,164 39,165 39,165 38,164 38))"
5796156,166,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-05","2004-12-02",7,2,1,,,,"1316:485","POLYGON((165 38,165 39,166 39,166 38,165 38))"
5796161,167,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-11-20","2004-12-12",12,1,1,,,,"1316:486","POLYGON((166 38,166 39,167 39,167 38,166 38))"
5796173,168,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-23","2004-06-26",4,1,1,,,,"1316:497","POLYGON((167 39,167 40,168 40,168 39,167 39))"
5796169,167,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-12-06","2004-12-06",6,1,1,,,,"1316:496","POLYGON((166 39,166 40,167 40,167 39,166 39))"
5796168,166,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-07","2004-06-10",7,1,1,,,,"1316:495","POLYGON((165 39,165 40,166 40,166 39,165 39))"
5796460,166,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-11","2004-06-11",3,1,1,,,,"1416:205","POLYGON((165 40,165 41,166 41,166 40,165 40))"
5796462,166,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-11","2004-06-12",3,1,1,,,,"1416:206","POLYGON((166 40,166 41,167 41,167 40,166 40))"
5796465,168,41,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-14","2004-06-17",3,1,1,,,,"1416:207","POLYGON((167 40,167 41,168 41,168 40,167 40))"
5796467,168,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-19","2004-06-20",2,1,1,,,,"1416:208","POLYGON((168 40,168 41,169 41,169 40,168 40))"
5796468,172,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-09-11","2004-09-11",1,1,1,,,,"1417:101","POLYGON((171 40,171 41,172 41,172 40,171 40))"
5796470,173,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-09-07","2004-09-09",8,1,1,,,,"1417:102","POLYGON((172 40,172 41,173 41,173 40,172 40))"
5796472,174,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-09-05","2004-09-07",6,1,1,,,,"1417:103","POLYGON((173 40,173 41,174 41,174 40,173 40))"
5796020,159,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-09-18","2004-09-18",1,1,1,,,,"1315:498","POLYGON((158 39,158 40,159 40,159 39,158 39))"
5796017,157,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-10-11","2004-10-11",1,1,1,,,,"1315:467","POLYGON((157 36,157 37,158 37,158 36,157 36))"
5796019,160,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-05-02","2004-10-04",2,1,1,,,,"1315:469","POLYGON((159 36,159 37,160 37,160 36,159 36))"
5796016,160,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-04-17","2004-05-01",3,1,1,,,,"1315:459","POLYGON((159 35,159 36,160 36,160 35,159 35))"
5796013,159,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-04-18","2004-04-21",3,1,1,,,,"1315:458","POLYGON((158 35,158 36,159 36,159 35,158 35))"
5796010,158,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-04-22","2004-04-24",3,1,1,,,,"1315:457","POLYGON((157 35,157 36,158 36,158 35,157 35))"
5796006,158,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-04-09","2004-04-23",2,1,1,,,,"1315:247","POLYGON((157 34,157 35,158 35,158 34,157 34))"
5796008,160,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-04-16","2004-04-30",3,1,1,,,,"1315:249","POLYGON((159 34,159 35,160 35,160 34,159 34))"
5796004,160,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-04-28","2004-04-29",4,1,1,,,,"1315:239","POLYGON((159 33,159 34,160 34,160 33,159 33))"
5796002,159,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-04-14","2004-04-27",3,1,1,,,,"1315:238","POLYGON((158 33,158 34,159 34,159 33,158 33))"
