"oid","longitude","latitude","providers","species","datasets","date_min","date_max","num_records","num_animals","num_species","y1_value","y2_value","y3_value","csquare","geom_wkt"
5795999,158,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-04-12","2004-04-13",3,1,1,,,,"1315:237","POLYGON((157 33,157 34,158 34,158 33,157 33))"
5795991,155,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-04-03","2004-04-03",1,1,1,,,,"1315:134","POLYGON((154 33,154 34,155 34,155 33,154 33))"
5795990,154,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-04-02","2004-04-02",1,1,1,,,,"1315:124","POLYGON((154 32,154 33,155 33,155 32,154 32))"
5795989,154,32,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-03-31","2004-03-31",3,1,1,,,,"1315:123","POLYGON((153 32,153 33,154 33,154 32,153 32))"
5796571,-123,23,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-02-02","2004-02-02",1,1,1,,,,"7212:122","POLYGON((-122 22,-123 22,-123 23,-122 23,-122 22))"
5796572,-123,23,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-01-31","2004-01-31",2,1,1,,,,"7212:123","POLYGON((-123 22,-124 22,-124 23,-123 23,-123 22))"
5796580,-123,24,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-01-05","2004-01-27",12,1,1,,,,"7212:133","POLYGON((-123 23,-124 23,-124 24,-123 24,-123 23))"
5796570,-121,22,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-02-09","2004-02-11",4,1,1,,,,"7212:121","POLYGON((-121 22,-122 22,-122 23,-121 23,-121 22))"
5796568,-120,22,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-02-13","2004-03-02",8,1,1,,,,"7212:110","POLYGON((-120 21,-121 21,-121 22,-120 22,-120 21))"
5796563,-120,21,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-03-03","2004-03-03",3,1,1,,,,"7212:100","POLYGON((-120 20,-121 20,-121 21,-120 21,-120 20))"
5796521,-120,21,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-03-04","2004-03-04",1,1,1,,,,"7211:209","POLYGON((-119 20,-120 20,-120 21,-119 21,-119 20))"
5796520,-117,21,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-03-22","2004-03-22",3,1,1,,,,"7211:207","POLYGON((-117 20,-118 20,-118 21,-117 21,-117 20))"
5796523,-116,22,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-03-24","2004-03-26",4,1,1,,,,"7211:216","POLYGON((-116 21,-117 21,-117 22,-116 22,-116 21))"
5796527,-117,21,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-03-15","2004-03-20",8,1,1,,,,"7211:217","POLYGON((-117 21,-118 21,-118 22,-117 22,-117 21))"
5796531,-118,21,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-03-12","2004-03-17",6,1,1,,,,"7211:218","POLYGON((-118 21,-119 21,-119 22,-118 22,-118 21))"
5796538,-119,21,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-03-05","2004-03-11",17,1,1,,,,"7211:219","POLYGON((-119 21,-120 21,-120 22,-119 22,-119 21))"
5796548,-116,24,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-05-03","2004-05-11",10,1,1,,,,"7211:236","POLYGON((-116 23,-117 23,-117 24,-116 24,-116 23))"
5796509,-114,23,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-04-01","2004-04-05",8,1,1,,,,"7211:124","POLYGON((-114 22,-115 22,-115 23,-114 23,-114 22))"
5796539,-115,23,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-03-30","2004-03-30",3,1,1,,,,"7211:225","POLYGON((-115 22,-116 22,-116 23,-115 23,-115 22))"
5796543,-115,24,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-04-25","2004-05-03",15,1,1,,,,"7211:235","POLYGON((-115 23,-116 23,-116 24,-115 24,-115 23))"
5796519,-114,24,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-04-07","2004-04-23",8,1,1,,,,"7211:134","POLYGON((-114 23,-115 23,-115 24,-114 24,-114 23))"
5796515,-113,24,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-04-07","2004-04-17",10,1,1,,,,"7211:133","POLYGON((-113 23,-114 23,-114 24,-113 24,-113 23))"
5796549,-116,24,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-05-13","2004-05-13",1,1,1,,,,"7211:246","POLYGON((-116 24,-117 24,-117 25,-116 25,-116 24))"
5796553,-117,25,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-05-13","2004-05-19",7,1,1,,,,"7211:247","POLYGON((-117 24,-118 24,-118 25,-117 25,-117 24))"
5796554,-120,25,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-06","2004-06-06",1,1,1,,,,"7211:249","POLYGON((-119 24,-120 24,-120 25,-119 25,-119 24))"
5796559,-118,26,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-05-21","2004-05-31",12,1,1,,,,"7211:458","POLYGON((-118 25,-119 25,-119 26,-118 26,-118 25))"
5796562,-119,25,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-02","2004-06-06",10,1,1,,,,"7211:459","POLYGON((-119 25,-120 25,-120 26,-119 26,-119 25))"
5796594,-123,27,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-16","2004-06-16",1,1,1,,,,"7212:372","POLYGON((-122 27,-123 27,-123 28,-122 28,-122 27))"
5796596,-123,28,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-18","2004-06-20",5,1,1,,,,"7212:373","POLYGON((-123 27,-124 27,-124 28,-123 28,-123 27))"
5796593,-122,26,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-14","2004-06-14",1,1,1,,,,"7212:362","POLYGON((-122 26,-123 26,-123 27,-122 27,-122 26))"
5796592,-122,26,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-12","2004-06-14",2,1,1,,,,"7212:361","POLYGON((-121 26,-122 26,-122 27,-121 27,-121 26))"
5796585,-120,25,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-06","2004-06-08",4,1,1,,,,"7212:350","POLYGON((-120 25,-121 25,-121 26,-120 26,-120 25))"
5796587,-121,26,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-10","2004-06-12",6,1,1,,,,"7212:351","POLYGON((-121 25,-122 25,-122 26,-121 26,-121 25))"
5796581,-124,24,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-01-05","2004-01-05",1,1,1,,,,"7212:143","POLYGON((-123 24,-124 24,-124 25,-123 25,-123 24))"
5796590,-124,26,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-12-20","2003-12-26",3,1,1,,,,"7212:354","POLYGON((-124 25,-125 25,-125 26,-124 26,-124 25))"
5796599,-125,26,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-12-18","2003-12-18",2,1,1,,,,"7212:455","POLYGON((-125 25,-126 25,-126 26,-125 26,-125 25))"
5796583,-124,25,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-12-28","2003-12-30",3,1,1,,,,"7212:144","POLYGON((-124 24,-125 24,-125 25,-124 25,-124 24))"
5796603,-126,27,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-12-02","2003-12-02",1,1,1,,,,"7212:466","POLYGON((-126 26,-127 26,-127 27,-126 27,-126 26))"
5796602,-125,27,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-12-10","2003-12-16",3,1,1,,,,"7212:465","POLYGON((-125 26,-126 26,-126 27,-125 27,-125 26))"
5796597,-124,28,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-22","2004-06-22",2,1,1,,,,"7212:374","POLYGON((-124 27,-125 27,-125 28,-124 28,-124 27))"
5796609,-126,28,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-22","2003-12-06",6,1,1,,,,"7212:476","POLYGON((-126 27,-127 27,-127 28,-126 28,-126 27))"
5796611,-127,28,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-18","2003-11-20",2,1,1,,,,"7212:477","POLYGON((-127 27,-128 27,-128 28,-127 28,-127 27))"
5796617,-126,29,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-28","2004-06-30",2,1,1,,,,"7212:486","POLYGON((-126 28,-127 28,-127 29,-126 29,-126 28))"
5796618,-128,28,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-11-16","2003-11-16",1,1,1,,,,"7212:487","POLYGON((-127 28,-128 28,-128 29,-127 29,-127 28))"
5796622,-127,30,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-07-06","2004-07-08",4,1,1,,,,"7212:497","POLYGON((-127 29,-128 29,-128 30,-127 30,-127 29))"
5796620,-126,29,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-07-02","2004-07-02",1,1,1,,,,"7212:496","POLYGON((-126 29,-127 29,-127 30,-126 30,-126 29))"
5796598,-124,28,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-22","2004-06-22",1,1,1,,,,"7212:384","POLYGON((-124 28,-125 28,-125 29,-124 29,-124 28))"
5796615,-125,29,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-22","2004-06-28",7,1,1,,,,"7212:485","POLYGON((-125 28,-126 28,-126 29,-125 29,-125 28))"
5796717,-128,30,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-07-08","2004-07-08",1,1,1,,,,"7312:207","POLYGON((-127 30,-128 30,-128 31,-127 31,-127 30))"
5799021,-172,41,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-07-26","2004-07-30",8,1,1,,,,"7417:102","POLYGON((-172 40,-173 40,-173 41,-172 41,-172 40))"
5799024,-173,41,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-08-01","2004-08-05",7,1,1,,,,"7417:103","POLYGON((-173 40,-174 40,-174 41,-173 41,-173 40))"
5799027,-174,41,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-08-05","2004-08-09",10,1,1,,,,"7417:104","POLYGON((-174 40,-175 40,-175 41,-174 41,-174 40))"
5799031,-175,41,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-08-11","2004-08-17",11,1,1,,,,"7417:205","POLYGON((-175 40,-176 40,-176 41,-175 41,-175 40))"
5799050,-178,41,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-08-09","2004-08-13",4,1,1,,,,"7417:217","POLYGON((-177 41,-178 41,-178 42,-177 42,-177 41))"
5799054,-178,41,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-08-13","2004-08-19",9,1,1,,,,"7417:218","POLYGON((-178 41,-179 41,-179 42,-178 42,-178 41))"
5799056,-179,42,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-08-20","2003-08-22",3,1,1,,,,"7417:219","POLYGON((-179 41,-180 41,-180 42,-179 42,-179 41))"
5799044,-179,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-02","2003-07-02",3,1,1,,,,"7417:208","POLYGON((-178 40,-179 40,-179 41,-178 41,-178 40))"
5799047,-179,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-28","2003-07-05",7,2,1,,,,"7417:209","POLYGON((-179 40,-180 40,-180 41,-179 41,-179 40))"
5799043,-177,41,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-07-22","2004-08-03",9,1,1,,,,"7417:207","POLYGON((-177 40,-178 40,-178 41,-177 41,-177 40))"
5799036,-176,41,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-08-03","2004-08-21",10,2,1,,,,"7417:206","POLYGON((-176 40,-177 40,-177 41,-176 41,-176 40))"
5798969,-176,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-07-14","2004-08-23",8,2,1,,,,"7317:496","POLYGON((-176 39,-177 39,-177 40,-176 40,-176 39))"
5798979,-177,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-11","2004-08-27",23,3,1,,,,"7317:497","POLYGON((-177 39,-178 39,-178 40,-177 40,-177 39))"
5798994,-178,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-04","2004-09-02",43,3,1,,,,"7317:498","POLYGON((-178 39,-179 39,-179 40,-178 40,-178 39))"
5798998,-179,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-03","2004-09-03",8,3,1,,,,"7317:499","POLYGON((-179 39,-180 39,-180 40,-179 40,-179 39))"
5798957,-178,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-12","2003-07-12",2,1,1,,,,"7317:488","POLYGON((-178 38,-179 38,-179 39,-178 39,-178 38))"
5798963,-179,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-24","2004-09-13",14,3,1,,,,"7317:489","POLYGON((-179 38,-180 38,-180 39,-179 39,-179 38))"
5798956,-177,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-12","2003-08-02",58,2,1,,,,"7317:487","POLYGON((-177 38,-178 38,-178 39,-177 39,-177 38))"
5798942,-176,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-31","2003-07-31",3,1,1,,,,"7317:486","POLYGON((-176 38,-177 38,-177 39,-176 39,-176 38))"
5798927,-176,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-08-08","2004-08-16",7,1,1,,,,"7317:476","POLYGON((-176 37,-177 37,-177 38,-176 38,-176 37))"
5798931,-177,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-16","2004-08-08",13,3,1,,,,"7317:477","POLYGON((-177 37,-178 37,-178 38,-177 38,-177 37))"
5798895,-176,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-13","2004-05-20",14,2,1,,,,"7317:466","POLYGON((-176 36,-177 36,-177 37,-176 37,-176 36))"
5798899,-177,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-19","2004-06-27",8,3,1,,,,"7317:467","POLYGON((-177 36,-178 36,-178 37,-177 37,-177 36))"
5798905,-178,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-21","2004-05-26",13,2,1,,,,"7317:468","POLYGON((-178 36,-179 36,-179 37,-178 37,-178 36))"
5798913,-179,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-20","2004-06-29",19,3,1,,,,"7317:469","POLYGON((-179 36,-180 36,-180 37,-179 37,-179 36))"
5798933,-178,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-08-02","2003-08-04",6,1,1,,,,"7317:478","POLYGON((-178 37,-179 37,-179 38,-178 38,-178 37))"
5798941,-179,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-22","2004-09-09",22,5,1,,,,"7317:479","POLYGON((-179 37,-180 37,-180 38,-179 38,-179 37))"
5798880,-180,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-17","2003-06-17",5,1,1,,,,"7317:459","POLYGON((-179 35,-180 35,-180 36,-179 36,-179 35))"
5798879,-178,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-13","2003-06-18",11,2,1,,,,"7317:458","POLYGON((-178 35,-179 35,-179 36,-178 36,-178 35))"
5798876,-177,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-11","2004-06-27",13,2,1,,,,"7317:457","POLYGON((-177 35,-178 35,-178 36,-177 36,-177 35))"
5798872,-176,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-11","2004-07-09",17,4,1,,,,"7317:456","POLYGON((-176 35,-177 35,-177 36,-176 36,-176 35))"
5798744,-176,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-09","2004-06-17",23,3,1,,,,"7317:246","POLYGON((-176 34,-177 34,-177 35,-176 35,-176 34))"
5798748,-177,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-11","2004-06-23",5,2,1,,,,"7317:247","POLYGON((-177 34,-178 34,-178 35,-177 35,-177 34))"
5798730,-176,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-03","2004-06-07",4,1,1,,,,"7317:236","POLYGON((-176 33,-177 33,-177 34,-176 34,-176 33))"
5798731,-177,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-19","2004-06-19",1,1,1,,,,"7317:237","POLYGON((-177 33,-178 33,-178 34,-177 34,-177 33))"
5798632,-174,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-23","2004-05-28",10,2,1,,,,"7317:124","POLYGON((-174 32,-175 32,-175 33,-174 33,-174 32))"
5798727,-175,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-05-30","2004-06-01",4,1,1,,,,"7317:235","POLYGON((-175 33,-176 33,-176 34,-175 34,-175 33))"
5798667,-174,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-10","2004-06-09",20,4,1,,,,"7317:134","POLYGON((-174 33,-175 33,-175 34,-174 34,-174 33))"
5798658,-173,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-06","2004-06-05",15,4,1,,,,"7317:133","POLYGON((-173 33,-174 33,-174 34,-173 34,-173 33))"
5798651,-172,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-30","2004-06-01",19,4,1,,,,"7317:132","POLYGON((-172 33,-173 33,-173 34,-172 34,-172 33))"
5798617,-172,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-07","2003-06-10",6,1,1,,,,"7317:122","POLYGON((-172 32,-173 32,-173 33,-172 33,-172 32))"
5798627,-173,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-13","2003-06-22",18,1,1,,,,"7317:123","POLYGON((-173 32,-174 32,-174 33,-173 33,-173 32))"
5798614,-171,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-05","2004-05-28",3,2,1,,,,"7317:121","POLYGON((-171 32,-172 32,-172 33,-171 33,-171 32))"
5798611,-170,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-22","2003-05-29",13,1,1,,,,"7317:120","POLYGON((-170 32,-171 32,-171 33,-170 33,-170 32))"
5798360,-168,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-10","2004-06-01",27,3,1,,,,"7316:228","POLYGON((-168 32,-169 32,-169 33,-168 33,-168 32))"
5798369,-169,33,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-14","2004-06-05",25,2,1,,,,"7316:229","POLYGON((-169 32,-170 32,-170 33,-169 33,-169 32))"
5798407,-168,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-06","2004-05-22",31,5,1,,,,"7316:238","POLYGON((-168 33,-169 33,-169 34,-168 34,-168 33))"
5798424,-169,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-08","2004-06-07",57,7,1,,,,"7316:239","POLYGON((-169 33,-170 33,-170 34,-169 34,-169 33))"
5798638,-170,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-03-19","2004-06-13",24,5,1,,,,"7317:130","POLYGON((-170 33,-171 33,-171 34,-170 34,-170 33))"
5798646,-171,34,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-30","2004-05-30",20,3,1,,,,"7317:131","POLYGON((-171 33,-172 33,-172 34,-171 34,-171 33))"
5798705,-171,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-24","2004-06-23",22,5,1,,,,"7317:141","POLYGON((-171 34,-172 34,-172 35,-171 35,-171 34))"
5798696,-170,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-20","2004-06-23",87,5,1,,,,"7317:140","POLYGON((-170 34,-171 34,-171 35,-170 35,-170 34))"
5798432,-168,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-05-12","2004-06-04",11,3,1,,,,"7316:248","POLYGON((-168 34,-169 34,-169 35,-168 35,-168 34))"
5798448,-169,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-10","2004-06-01",56,4,1,,,,"7316:249","POLYGON((-169 34,-170 34,-170 35,-169 35,-169 34))"
5798551,-168,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-08","2004-06-24",9,2,1,,,,"7316:458","POLYGON((-168 35,-169 35,-169 36,-168 36,-168 35))"
5798552,-170,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-10","2004-06-10",2,1,1,,,,"7316:459","POLYGON((-169 35,-170 35,-170 36,-169 36,-169 35))"
5798750,-170,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-12","2004-06-27",2,2,1,,,,"7317:350","POLYGON((-170 35,-171 35,-171 36,-170 36,-170 35))"
5798758,-171,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-04-26","2004-07-01",21,4,1,,,,"7317:351","POLYGON((-171 35,-172 35,-172 36,-171 36,-171 35))"
5798765,-172,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-05-04","2004-07-05",22,4,1,,,,"7317:352","POLYGON((-172 35,-173 35,-173 36,-172 36,-172 35))"
5798769,-173,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-05-08","2004-07-09",13,3,1,,,,"7317:353","POLYGON((-173 35,-174 35,-174 36,-173 36,-173 35))"
5798714,-172,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-05-28","2004-07-28",22,4,1,,,,"7317:142","POLYGON((-172 34,-173 34,-173 35,-172 35,-172 34))"
5798719,-173,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-01","2004-07-14",8,4,1,,,,"7317:143","POLYGON((-173 34,-174 34,-174 35,-173 35,-173 34))"
5798724,-174,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-05","2004-06-11",14,4,1,,,,"7317:144","POLYGON((-174 34,-175 34,-175 35,-174 35,-174 34))"
5798736,-175,35,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-06-07","2004-11-06",14,3,1,,,,"7317:245","POLYGON((-175 34,-176 34,-176 35,-175 35,-175 34))"
5798780,-174,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-01","2004-11-02",36,2,1,,,,"7317:354","POLYGON((-174 35,-175 35,-175 36,-174 36,-174 35))"
5798865,-175,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-01","2004-11-04",46,2,1,,,,"7317:455","POLYGON((-175 35,-176 35,-176 36,-175 36,-175 35))"
5798887,-175,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2003-07-14","2004-08-22",14,3,1,,,,"7317:465","POLYGON((-175 36,-176 36,-176 37,-175 37,-175 36))"
5798800,-174,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-05-10","2004-10-23",22,2,1,,,,"7317:364","POLYGON((-174 36,-175 36,-175 37,-174 37,-174 36))"
5798782,-172,36,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-05-04","2004-05-04",1,1,1,,,,"7317:362","POLYGON((-172 36,-173 36,-173 37,-172 37,-172 36))"
5798789,-173,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-05-10","2004-10-25",16,4,1,,,,"7317:363","POLYGON((-173 36,-174 36,-174 37,-173 37,-173 36))"
5798812,-172,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-08-30","2004-09-17",31,1,1,,,,"7317:372","POLYGON((-172 37,-173 37,-173 38,-172 38,-172 37))"
5798816,-173,37,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-30","2004-10-17",7,2,1,,,,"7317:373","POLYGON((-173 37,-174 37,-174 38,-173 38,-173 37))"
5798825,-174,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-25","2004-10-19",22,1,1,,,,"7317:374","POLYGON((-174 37,-175 37,-175 38,-174 38,-174 37))"
5798922,-175,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-06-27","2004-08-24",20,1,1,,,,"7317:475","POLYGON((-175 37,-176 37,-176 38,-175 38,-175 37))"
5798839,-174,38,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-10-07","2004-10-09",6,1,1,,,,"7317:384","POLYGON((-174 38,-175 38,-175 39,-174 39,-174 38))"
5798964,-176,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-07-12","2004-07-12",1,1,1,,,,"7317:495","POLYGON((-175 39,-176 39,-176 40,-175 40,-175 39))"
5798851,-173,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-07-06","2004-10-03",12,2,1,,,,"7317:393","POLYGON((-173 39,-174 39,-174 40,-173 40,-173 39))"
5798844,-172,40,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-07-18","2004-09-21",6,2,1,,,,"7317:392","POLYGON((-172 39,-173 39,-173 40,-172 40,-172 39))"
5798830,-172,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-09-19","2004-09-23",7,1,1,,,,"7317:382","POLYGON((-172 38,-173 38,-173 39,-172 39,-172 38))"
5798837,-173,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-07-02","2004-10-09",9,2,1,,,,"7317:383","POLYGON((-173 38,-174 38,-174 39,-173 39,-173 38))"
5798827,-171,39,"NOAA Southwest Fisheries Science Center (SWFSC)","Caretta caretta","758","2004-07-12","2004-07-14",5,1,1,,,,"7317:381","POLYGON((-171 38,-172 38,-172 39,-171 39,-171 38))"
